coupleid,time,isdhappy1,isdhappy2,isdhappy3,isphappy1,isphappy2,isphappy3,isddepr1,isddepr2,isddepr3,ispdepr1,ispdepr2,ispdepr3,isdanx1r,isdanx2,isdanx3,ispanx1r,ispanx2,ispanx3,isdanger1,isdanger2,isdanger3,ispanger1,ispanger2,ispanger3
1,0,3,2,3,4,3,4,1,2,1,2,1,2,2,3,3,3,2,2,1,1,1,2,3,3
1,1,3,3,3,4,3,4,1,2,1,1,1,2,3,2,2,3,3,2,1,1,1,2,2,2
1,2,3,4,3,2,2,2,1,1,1,4,1,4,2,2,2,4,3,4,1,1,1,4,4,4
1,3,3,3,3,4,4,4,1,2,1,1,1,1,3,2,2,3,2,2,1,1,1,2,2,2
1,4,3,3,3,5,4,5,1,1,3,1,1,1,3,2,2,5,2,1,1,1,1,1,1,1
1,5,5,1,1,4,3,4,4,2,3,2,1,2,5,5,2,3,1,2,5,2,1,2,3,3
1,6,3,2,3,4,3,3,1,1,1,1,1,1,4,2,2,3,2,2,1,1,1,1,2,2
1,7,NA,NA,NA,4,4,4,NA,NA,NA,1,1,2,NA,NA,NA,3,2,3,NA,NA,NA,1,2,2
1,8,1,2,1,NA,NA,NA,1,1,1,NA,NA,NA,3,2,2,NA,NA,NA,1,2,1,NA,NA,NA
1,9,2,2,3,3,4,2,1,1,1,3,2,4,4,2,2,2,3,4,1,2,1,3,4,4
1,10,1,2,1,4,4,4,1,2,1,2,1,2,4,2,2,2,2,2,1,2,1,2,2,2
1,11,1,2,2,3,3,3,2,1,1,2,2,2,4,2,2,3,2,2,1,1,1,2,2,2
1,12,1,2,1,3,3,3,1,2,1,2,1,1,4,2,2,3,2,3,1,2,1,1,1,2
1,13,NA,NA,NA,3,3,3,NA,NA,NA,2,2,2,NA,NA,NA,3,2,3,NA,NA,NA,2,2,2
2,0,5,5,5,3,2,2,1,1,1,1,1,1,3,1,1,4,3,2,1,1,1,1,1,1
2,1,5,5,5,2,2,2,1,1,1,1,1,1,1,1,1,5,1,3,1,1,1,2,2,2
2,2,5,5,5,2,2,2,1,1,1,1,1,1,1,1,1,4,1,2,1,1,1,1,2,1
2,3,NA,NA,NA,2,2,2,NA,NA,NA,1,1,1,NA,NA,NA,4,1,2,NA,NA,NA,1,1,1
2,4,5,5,5,3,3,3,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1
2,5,5,5,5,2,2,1,1,1,1,2,1,1,1,1,1,3,2,1,1,1,1,1,1,1
2,6,5,5,5,3,1,1,1,1,1,2,1,2,1,1,1,5,2,1,1,1,1,1,1,1
2,7,NA,NA,NA,3,3,1,NA,NA,NA,1,1,1,NA,NA,NA,5,1,1,NA,NA,NA,1,2,1
2,8,5,5,5,2,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1
2,9,5,5,5,3,3,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1
2,10,NA,NA,NA,2,3,1,NA,NA,NA,1,1,1,NA,NA,NA,5,1,1,NA,NA,NA,1,1,1
2,11,5,5,5,3,3,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1
2,12,NA,NA,NA,3,1,3,NA,NA,NA,1,1,1,NA,NA,NA,5,1,1,NA,NA,NA,1,1,1
2,13,5,5,5,4,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1
3,0,4,4,4,4,4,4,2,1,1,1,1,1,2,1,2,3,1,2,1,1,1,1,1,1
3,1,4,4,4,4,2,4,1,1,1,1,1,1,2,1,1,4,1,1,1,1,1,1,2,1
3,2,4,4,4,4,4,3,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1
3,3,4,4,4,4,3,4,1,1,1,1,1,1,1,1,1,3,1,2,1,2,1,1,2,1
3,4,5,4,4,3,2,2,1,1,1,1,1,3,2,1,1,3,1,1,1,1,1,2,3,2
3,5,5,4,4,4,3,4,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1
3,6,4,4,4,3,3,3,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1
3,7,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1
3,8,4,4,4,3,2,3,1,1,1,1,1,3,2,1,1,3,1,3,1,2,1,1,5,2
3,9,5,4,4,3,3,3,1,1,1,1,1,2,2,1,1,3,2,3,1,1,1,1,2,1
3,10,3,3,3,4,3,4,1,1,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1
3,11,4,4,4,5,4,5,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1
3,12,4,4,4,3,3,3,1,1,1,1,1,2,2,1,1,3,1,2,1,1,1,1,2,1
3,13,4,4,4,4,3,4,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,2,1
4,0,5,5,5,NA,NA,NA,1,1,1,NA,NA,NA,1,5,1,NA,NA,NA,1,1,1,NA,NA,NA
4,1,NA,NA,NA,5,4,5,NA,NA,NA,1,1,1,NA,NA,NA,2,2,1,NA,NA,NA,1,1,1
4,2,5,5,5,5,4,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1
4,3,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
4,4,5,5,5,5,5,4,1,1,1,1,1,1,1,3,3,2,3,3,1,1,1,1,1,1
4,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
4,6,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,7,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,8,5,5,5,5,5,4,2,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,2,1
4,9,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
4,10,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,11,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,12,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1
4,13,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,15,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1
5,0,NA,NA,NA,4,4,4,NA,NA,NA,1,1,1,NA,NA,NA,2,3,3,NA,NA,NA,1,1,1
5,1,4,4,4,5,5,5,1,1,1,1,1,1,4,2,2,1,1,3,1,2,1,1,1,1
5,2,4,4,4,4,3,4,1,1,2,1,1,1,2,1,1,3,3,3,2,2,2,1,2,1
5,3,4,4,4,4,3,3,1,1,1,1,1,1,2,1,1,3,1,3,1,1,1,1,3,1
5,4,4,4,4,5,5,5,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1
5,5,4,4,4,4,4,4,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1
5,6,4,4,4,3,3,3,1,1,1,2,2,2,2,1,1,2,1,3,1,1,1,1,2,1
5,7,4,4,4,2,3,3,1,1,1,3,2,3,2,1,1,3,2,4,1,1,1,3,2,3
5,8,4,4,4,2,3,2,1,1,1,2,1,2,2,1,1,4,2,2,1,1,1,1,3,1
5,9,4,4,4,4,5,4,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1
5,10,4,4,4,3,3,3,1,1,1,2,3,4,2,1,1,3,1,4,1,1,1,3,4,1
5,11,4,4,4,3,3,3,1,1,1,1,1,3,2,1,1,5,5,5,1,1,1,2,3,1
5,12,4,4,4,3,4,3,1,1,1,4,4,4,2,1,1,3,3,4,1,1,1,1,3,3
5,13,4,4,4,5,5,5,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1
6,0,4,3,3,5,3,4,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,1,2,1
6,1,4,4,3,4,3,4,1,1,2,1,1,1,3,1,1,1,1,1,2,3,2,1,2,1
6,2,3,3,3,4,3,4,1,1,1,1,2,1,2,1,1,3,1,2,2,2,1,1,2,1
6,3,4,4,4,4,3,4,1,1,1,1,1,1,3,1,1,2,1,1,2,2,1,1,2,1
6,4,4,4,3,4,3,4,1,1,2,1,1,2,3,1,1,3,2,1,2,2,2,1,3,1
6,5,3,3,3,3,2,4,1,1,2,1,1,1,4,1,1,4,1,1,3,3,3,2,2,2
6,6,3,3,3,4,3,4,1,1,1,1,1,1,3,1,1,2,1,2,1,2,1,1,1,1
6,7,3,2,3,3,3,4,1,2,1,1,1,1,3,1,1,3,1,1,2,3,2,2,3,2
6,8,3,3,3,4,3,3,1,1,1,1,1,1,3,1,1,3,1,1,2,3,2,1,2,1
6,9,4,4,3,4,3,3,1,2,1,2,1,1,3,2,2,2,1,2,1,1,1,1,1,1
6,10,4,3,3,4,3,4,1,1,1,1,1,1,3,1,1,4,1,1,2,2,2,1,1,1
6,11,3,3,3,3,2,3,1,2,1,1,1,1,3,1,1,3,1,1,3,2,2,1,1,1
6,12,4,3,3,3,2,3,1,1,1,1,1,1,2,1,1,3,1,1,1,2,1,1,1,1
7,0,4,4,4,5,4,5,1,1,1,1,1,1,2,1,1,2,1,1,1,3,3,1,2,1
7,1,4,4,4,5,5,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
7,2,5,5,4,NA,NA,NA,1,1,1,NA,NA,NA,2,1,1,NA,NA,NA,1,1,1,NA,NA,NA
7,3,4,4,4,NA,NA,NA,1,1,1,NA,NA,NA,2,1,1,NA,NA,NA,1,1,1,NA,NA,NA
7,4,5,5,5,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA
7,5,5,5,4,NA,NA,NA,1,1,1,NA,NA,NA,2,1,1,NA,NA,NA,1,1,1,NA,NA,NA
7,6,4,5,4,NA,NA,NA,1,1,1,NA,NA,NA,1,1,2,NA,NA,NA,1,1,1,NA,NA,NA
7,7,5,5,5,NA,NA,NA,1,1,1,NA,NA,NA,2,1,1,NA,NA,NA,1,1,1,NA,NA,NA
7,8,4,4,4,5,3,3,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1
7,9,NA,NA,NA,5,4,3,NA,NA,NA,1,1,1,NA,NA,NA,2,1,1,NA,NA,NA,1,1,1
7,10,5,5,5,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA
8,0,2,3,2,5,5,5,2,2,2,1,1,1,5,1,1,1,1,1,1,2,1,1,1,1
8,1,2,2,1,5,5,5,2,3,2,2,1,1,4,1,1,2,1,1,1,2,1,1,1,1
8,2,3,4,2,5,5,4,1,1,2,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1
8,3,2,2,1,5,5,5,3,4,1,1,1,1,3,2,2,1,1,1,3,4,3,1,1,1
8,4,3,3,3,5,5,5,2,2,2,1,1,1,2,3,2,1,1,1,2,3,2,1,1,1
8,5,3,2,3,4,4,4,3,3,2,1,1,1,4,2,1,2,2,2,2,1,2,1,1,1
8,6,3,2,3,5,5,5,2,2,2,2,1,2,3,2,2,1,1,1,2,3,2,1,1,1
8,7,4,3,3,5,5,5,2,1,1,1,1,1,3,4,3,1,1,1,1,1,1,1,1,1
8,8,4,2,2,5,5,5,2,3,2,1,1,1,3,3,2,1,1,1,2,2,2,1,1,1
8,9,3,3,2,5,5,5,2,2,2,1,1,1,3,2,2,1,1,1,2,2,1,1,1,1
8,10,4,3,4,4,4,4,2,2,2,1,1,2,3,2,2,2,1,1,2,2,2,2,2,2
8,11,4,3,4,3,3,2,2,2,2,1,1,1,3,2,2,3,1,1,1,2,2,1,1,1
8,12,4,3,4,4,4,4,1,1,1,1,1,1,3,2,1,2,1,1,1,2,1,1,1,1
9,0,5,4,4,5,4,5,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1
9,1,5,4,4,5,4,4,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1
9,2,5,4,4,4,4,4,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1
9,3,4,4,4,4,4,5,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1
9,4,5,5,4,5,4,5,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1
9,5,5,5,4,5,4,4,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1
9,6,5,4,4,4,4,4,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,3,3,3
9,7,5,5,4,4,4,4,1,1,1,1,1,2,2,1,1,4,3,3,1,1,1,1,1,1
9,8,5,5,5,4,4,4,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1
9,9,5,5,4,4,4,4,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2
9,10,5,5,4,4,4,4,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1
9,11,5,5,4,4,4,4,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2
9,12,5,5,4,4,4,4,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1
9,13,5,4,4,4,4,4,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1
9,14,NA,NA,NA,4,4,4,NA,NA,NA,1,1,1,NA,NA,NA,2,1,1,NA,NA,NA,1,1,1
10,0,4,4,1,5,5,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
10,1,3,3,3,5,5,4,1,1,1,1,1,1,4,1,1,1,1,2,1,1,1,1,1,1
10,2,3,2,2,5,3,4,1,1,1,1,1,1,4,1,1,2,1,2,1,1,1,1,1,1
10,3,3,2,1,5,4,5,2,1,2,1,1,1,4,1,1,3,1,3,2,2,2,1,3,1
10,4,1,1,1,5,4,4,3,1,3,1,1,4,5,1,1,4,1,2,3,2,2,1,2,1
10,5,2,1,1,5,4,4,2,1,2,1,1,1,5,1,1,2,2,3,1,1,1,1,2,1
10,6,2,1,1,5,4,4,1,1,1,1,1,1,5,1,1,2,1,3,1,1,1,1,3,1
10,7,3,3,2,4,3,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,2,2
10,8,3,3,2,5,5,3,1,1,1,1,1,1,3,1,1,2,3,3,2,2,1,1,1,1
10,9,4,1,3,NA,NA,NA,1,1,1,NA,NA,NA,2,1,1,NA,NA,NA,3,1,1,NA,NA,NA
10,10,2,2,1,5,4,4,1,1,1,1,1,1,5,1,1,2,1,3,2,1,1,1,1,1
10,11,5,4,5,5,4,5,1,1,1,1,1,1,2,3,3,2,1,3,1,1,1,1,3,1
10,12,5,2,1,5,4,5,2,1,1,1,1,1,5,1,1,2,1,3,1,1,1,1,3,1
11,0,5,4,4,3,3,4,1,3,2,3,2,2,4,3,3,3,1,2,3,2,2,4,1,4
11,1,5,4,4,3,2,2,1,1,1,2,1,1,2,1,5,3,1,2,1,4,1,3,3,4
11,2,4,2,2,5,3,4,1,4,1,1,1,1,2,4,2,3,1,2,4,4,2,2,1,2
11,3,1,4,1,3,3,3,5,3,4,2,1,1,2,4,4,3,2,1,4,4,4,4,2,2
11,4,4,4,1,3,3,3,5,5,5,3,2,1,5,4,4,3,3,3,4,2,4,2,1,2
11,5,4,4,4,4,3,3,5,4,4,1,1,1,5,4,4,3,2,1,4,1,4,3,1,3
11,6,4,5,5,5,4,4,5,5,5,1,1,1,2,5,5,3,1,1,1,4,1,1,1,1
11,7,4,2,5,4,1,1,5,4,5,1,3,2,2,4,5,5,1,2,4,4,4,4,3,4
11,8,4,4,4,4,4,3,5,5,4,1,3,2,2,5,4,5,2,1,4,4,4,4,1,4
11,9,3,2,3,3,3,3,1,2,2,1,1,1,3,1,2,3,1,1,1,1,1,3,2,3
11,10,4,4,1,3,1,1,4,4,4,2,2,3,5,4,5,5,1,2,5,5,4,4,1,4
11,11,4,1,4,3,3,3,4,1,5,2,2,2,2,1,4,3,1,1,4,5,1,1,1,1
11,12,4,4,4,3,1,3,4,4,4,1,1,1,1,5,4,5,1,1,1,5,1,2,2,2
12,0,5,4,4,4,4,4,2,1,1,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1
12,1,5,4,4,NA,NA,NA,1,1,1,NA,NA,NA,2,1,1,NA,NA,NA,1,1,1,NA,NA,NA
12,2,5,2,4,4,5,5,1,1,1,1,1,1,4,1,2,2,3,4,1,1,1,1,1,1
12,3,4,4,4,5,4,5,2,1,2,1,1,1,4,2,2,2,2,2,1,1,1,1,1,1
12,4,4,4,4,5,4,5,1,1,2,1,2,2,3,2,2,1,2,2,1,2,1,2,2,1
12,5,5,5,4,5,4,4,1,1,1,1,1,2,1,1,1,2,4,2,1,1,1,1,2,1
12,6,5,4,4,5,4,4,1,1,1,1,1,1,2,2,3,2,2,2,1,2,1,1,1,2
12,7,4,4,4,4,4,4,1,1,1,2,2,1,2,2,2,2,2,2,1,1,1,2,1,1
12,8,5,5,5,4,4,4,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,2,2,2
12,9,4,4,4,5,4,4,1,1,1,1,2,1,2,1,1,2,2,2,1,1,1,2,2,2
12,10,5,5,5,5,4,4,1,1,1,1,2,2,1,1,1,2,2,2,1,1,1,1,2,2
12,11,5,5,5,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2
12,12,5,4,5,5,4,4,1,1,1,1,1,1,2,1,1,2,1,2,1,2,1,1,2,1
12,13,4,3,4,5,4,2,3,1,2,1,2,1,5,4,4,4,2,2,2,1,2,2,2,2
13,0,5,5,5,3,3,1,1,1,1,2,1,5,1,1,5,3,4,2,1,1,1,3,2,5
13,1,4,4,3,3,3,2,1,1,1,2,1,2,1,1,3,4,1,1,1,1,1,2,2,1
13,2,5,3,4,5,5,5,1,1,1,1,1,1,3,1,4,1,1,1,1,1,1,1,1,1
13,3,4,4,4,5,5,5,1,1,1,1,1,1,2,1,4,1,1,1,1,1,1,1,1,1
13,4,5,5,5,5,5,5,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1
13,5,4,3,4,4,2,3,1,1,1,2,1,4,2,1,4,4,1,1,1,1,1,2,3,4
13,6,3,4,4,5,5,5,1,1,1,1,1,1,2,2,5,1,1,1,1,1,1,1,1,1
13,7,1,1,1,5,5,5,4,2,5,1,1,2,4,1,1,1,1,1,5,5,5,1,1,2
14,0,2,2,2,NA,NA,NA,4,3,4,NA,NA,NA,4,3,3,NA,NA,NA,4,4,4,NA,NA,NA
14,1,NA,NA,NA,4,3,3,NA,NA,NA,2,2,3,NA,NA,NA,4,2,2,NA,NA,NA,2,3,3
14,2,2,1,1,4,3,3,2,2,2,2,2,2,5,1,2,3,2,2,2,2,2,2,2,2
14,3,2,2,2,2,3,2,2,2,2,3,1,5,4,2,2,2,2,3,3,3,3,2,5,5
14,4,2,2,1,2,4,2,2,1,2,3,1,4,4,1,2,4,4,4,2,2,1,4,5,4
14,5,2,2,1,4,4,4,2,2,2,2,2,2,4,1,2,4,2,4,2,2,2,2,4,3
14,6,2,1,1,4,4,4,2,2,1,2,1,2,5,1,2,4,2,4,2,2,1,3,3,3
14,7,1,1,1,4,4,3,1,1,1,2,1,1,4,1,1,3,4,4,2,2,2,3,4,4
14,8,2,2,2,3,3,4,2,2,2,2,1,2,5,2,2,4,2,4,4,4,4,2,2,2
14,9,2,2,2,3,3,3,2,2,2,3,1,1,4,2,2,4,2,3,2,3,2,2,2,2
14,10,2,2,2,3,2,2,2,2,2,4,1,1,4,2,2,4,4,3,3,3,3,1,1,1
14,11,2,2,2,3,3,3,2,2,2,2,1,1,4,2,2,3,2,1,3,3,2,2,1,1
14,12,2,2,2,4,3,3,2,2,2,2,1,1,4,2,3,3,2,3,2,3,2,2,3,1
14,13,2,2,2,2,3,3,2,2,2,2,1,1,4,2,2,4,2,3,3,3,2,2,2,2
15,0,5,4,5,5,5,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
15,1,5,5,5,NA,NA,NA,1,1,1,NA,NA,NA,5,1,1,NA,NA,NA,1,1,1,NA,NA,NA
15,2,5,5,5,3,2,2,1,1,1,3,2,2,5,1,1,4,3,3,1,1,1,1,2,3
15,3,5,5,5,5,5,5,1,1,1,1,1,1,5,1,1,5,1,1,1,1,1,1,1,1
15,4,5,5,5,NA,NA,NA,1,1,1,NA,NA,NA,1,1,5,NA,NA,NA,1,1,1,NA,NA,NA
15,5,5,5,5,3,3,1,1,1,1,3,3,3,5,1,1,3,3,3,1,1,1,3,3,3
15,6,5,5,5,5,5,5,1,1,1,1,1,1,5,1,5,5,1,1,1,1,1,1,1,1
15,7,5,5,1,5,5,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
15,8,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,5,1,1,1,5,1,1,1,1
15,9,5,5,1,5,5,5,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1
15,10,5,5,1,5,5,5,1,1,1,1,1,1,5,1,1,5,1,1,1,1,1,1,1,1
15,11,4,5,5,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA
15,12,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1
15,13,5,5,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16,0,3,2,3,3,3,3,3,1,3,1,2,2,4,1,4,4,1,1,3,2,4,1,1,1
16,1,3,2,2,3,3,3,3,1,3,1,1,2,4,1,1,3,2,2,1,1,1,1,1,1
16,2,3,3,2,2,2,2,2,1,2,1,4,4,4,1,1,4,4,4,2,4,1,1,4,3
16,3,3,2,2,2,2,1,1,1,2,4,5,4,5,1,1,5,4,5,4,4,4,1,3,2
16,4,3,3,3,2,2,2,3,1,3,1,1,1,3,1,1,2,1,1,3,4,4,1,1,1
16,5,4,4,3,3,3,3,1,1,2,1,1,2,3,1,1,2,2,1,1,1,1,1,1,1
16,6,3,3,2,3,2,2,2,1,3,1,1,1,4,1,1,4,1,1,2,1,2,1,3,1
16,7,2,2,1,3,2,3,2,1,1,1,1,1,4,1,1,4,1,1,1,1,1,1,1,1
16,8,2,2,2,1,1,1,2,1,4,4,4,4,4,1,1,4,1,3,1,2,1,4,3,3
16,9,3,2,2,3,3,3,2,1,2,3,3,3,1,1,1,3,3,3,3,2,3,3,3,3
16,10,4,2,3,3,3,3,1,1,2,3,3,3,4,1,1,3,4,4,1,2,1,3,3,3
16,11,3,3,2,3,3,4,1,1,1,3,3,3,4,1,1,2,3,3,1,1,1,3,3,3
16,12,2,2,1,3,3,3,1,1,1,3,3,3,5,1,1,2,3,3,1,1,1,3,3,3
16,13,2,2,2,1,1,2,1,1,1,2,4,3,4,1,1,5,3,4,1,1,1,5,5,5
17,0,NA,NA,NA,4,4,5,NA,NA,NA,1,1,1,NA,NA,NA,3,1,3,NA,NA,NA,1,1,1
17,1,4,3,4,3,3,3,1,1,1,1,1,2,3,1,1,3,2,2,1,1,1,2,1,1
17,2,3,1,2,4,5,4,1,1,3,1,1,1,4,4,3,2,3,4,3,5,4,1,1,1
17,3,3,2,3,5,5,5,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1
17,4,5,4,5,4,4,4,1,1,1,1,1,1,2,1,1,2,1,3,1,1,1,1,1,1
17,5,4,4,4,4,4,4,3,1,1,1,1,1,3,3,1,2,1,1,1,1,1,1,1,1
17,6,4,4,2,5,4,4,1,1,1,1,1,1,2,1,1,3,1,3,1,1,1,1,1,1
17,7,5,5,5,5,5,5,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1
17,8,3,3,3,4,3,4,1,1,3,1,1,1,3,1,4,3,1,3,1,5,1,1,2,1
17,9,5,4,5,5,5,5,1,1,1,1,1,1,4,2,2,2,2,3,1,1,1,1,1,1
17,10,5,5,5,5,5,5,1,1,1,1,1,1,5,2,3,1,1,1,1,1,1,1,1,1
17,11,5,5,5,4,4,4,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1
17,12,4,3,3,4,3,3,1,1,1,1,1,1,3,2,2,3,3,3,1,1,1,1,1,1
18,0,3,3,3,3,3,2,4,3,3,2,2,2,5,3,3,3,1,1,1,1,1,1,1,1
18,1,3,3,2,3,3,3,3,3,2,1,1,1,2,3,1,3,1,1,1,1,1,1,2,1
18,2,4,1,4,4,3,4,2,2,3,1,1,1,4,1,3,3,1,1,1,5,1,2,2,2
18,3,4,4,4,4,4,4,1,4,1,1,1,1,2,5,2,2,1,1,1,4,1,1,1,1
18,4,4,4,4,4,4,4,4,4,4,1,1,1,2,4,4,2,1,1,4,4,4,1,1,1
18,5,3,2,2,3,3,3,3,2,2,1,1,1,4,2,2,3,1,1,1,2,1,2,2,2
18,6,2,2,3,4,5,5,1,5,3,1,1,1,4,2,3,1,1,1,1,2,1,1,1,1
18,7,5,5,5,4,4,4,1,2,1,1,1,1,1,3,2,1,1,1,3,1,1,1,1,1
18,8,4,5,4,4,4,4,1,3,3,1,1,1,2,3,5,1,1,1,1,3,1,1,1,1
18,9,3,2,2,4,4,4,2,4,2,1,1,1,4,2,2,1,1,1,1,2,1,1,2,1
18,10,3,3,3,5,4,5,3,3,3,1,1,1,3,3,3,2,1,1,3,3,1,1,2,1
18,11,3,4,3,NA,NA,NA,2,5,5,NA,NA,NA,2,4,5,NA,NA,NA,4,5,2,NA,NA,NA
18,12,3,2,5,5,5,5,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1
19,0,5,5,4,3,3,3,1,1,1,2,2,2,1,1,1,3,2,3,1,1,1,2,2,2
19,1,5,5,4,4,4,4,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1
19,2,4,5,4,3,2,2,1,1,1,1,1,3,1,1,1,4,2,2,1,2,1,3,2,2
19,3,5,5,4,4,3,3,1,1,1,1,1,2,1,1,1,3,1,2,1,1,1,1,3,2
19,4,5,5,4,4,4,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
19,5,NA,NA,NA,4,4,4,NA,NA,NA,1,1,1,NA,NA,NA,2,1,2,NA,NA,NA,1,1,1
19,6,5,5,4,4,3,3,1,1,1,2,1,1,1,1,1,3,2,3,1,1,1,2,2,2
19,7,NA,NA,NA,4,4,4,NA,NA,NA,2,1,1,NA,NA,NA,2,2,2,NA,NA,NA,1,1,1
19,8,5,5,4,4,4,4,5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
19,9,5,5,4,4,3,4,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,3,1
19,10,5,5,4,3,3,3,1,1,1,1,1,2,1,1,1,3,1,2,1,2,1,1,2,2
19,11,4,5,4,3,3,3,1,1,1,2,1,1,1,1,1,3,1,2,1,1,1,2,2,1
19,12,5,5,4,3,3,3,1,1,1,1,1,2,1,1,1,3,1,3,1,1,1,1,2,2
19,13,5,5,4,3,3,3,1,1,1,1,1,2,1,1,1,3,1,2,1,1,1,1,2,1
19,14,NA,NA,NA,4,4,4,NA,NA,NA,1,1,1,NA,NA,NA,2,1,2,NA,NA,NA,1,1,1
20,0,4,3,3,4,4,3,1,1,1,2,3,3,3,1,2,4,3,3,1,2,1,3,4,3
20,1,4,4,4,4,4,3,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,1
20,2,3,4,3,3,2,2,1,1,1,3,1,4,2,1,1,4,3,4,1,1,1,4,2,4
20,3,4,3,2,3,3,3,1,1,2,3,1,2,4,2,1,3,3,3,1,1,1,2,2,2
20,4,3,3,3,4,3,3,1,1,2,3,1,2,5,1,2,4,3,3,1,3,2,3,2,3
